date,month,venue,R,prediction_file,result_file,prediction_mode,ticket_count,tickets,actual,payout_yen,actual_popularity,hit,hit_ticket_index,hit_role,investment_yen,return_yen,profit_yen,classification,classification_source,weather,wind_direction,wind_mps,wave_cm,display_full,st_full,odds_full,actual_1boat_win,ticket_1boat_head_count,danger_popularity_raw,hole_candidate_raw,display_entry_changed,actual_entry_changed,display_f_count,actual_f_count,st_abs_delta_avg,st_large_delta_count,winner_motor_2rate
2026-05-24,2026-05,芦屋,11,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-5-6|1-6-5|1-5-3|1-6-3|1-3-5|5-1-6|6-1-5|1-5-4|5-6-1|6-5-1,5-4-1,7860,28,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,曇り,西,4.0,4.0,0,0,0,0,6,4号艇 鶴田 勇雄,5号艇 西川 新太郎,0,0,0,0,,0,
2026-05-24,2026-05,芦屋,12,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-4-5|1-3-4|1-4-3|1-5-4|1-4-2|4-1-5|4-5-1|1-5-3|5-1-4|4-1-6,4-6-1,38350,55,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,4.0,4.0,0,0,0,0,6,2号艇 深川 真二,5号艇 佐藤 博亮,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,1,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-3-6|1-2-6|1-3-2|1-4-6|1-6-3|1-6-4|3-1-6|4-1-6|6-1-3|4-6-1,1-5-2,3440,16,0,,,1000,0,-1000,READ_MISS,auto_proxy,晴,西,2.0,2.0,0,0,0,1,6,3号艇 上野 秀和,6号艇 齊藤 廉,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,2,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,4-1-3|4-3-1|1-4-3|3-4-1|1-3-4|4-1-5|3-1-5|4-5-1|5-4-1|4-1-6,1-4-5,1240,2,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,3.0,3.0,0,0,0,1,2,1号艇 千葉 真弥,5号艇 星 栄爾,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,3,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-2-3|1-2-5|1-3-2|1-5-2|1-2-6|2-1-5|2-1-3|1-5-6|5-1-2|6-1-2,1-2-4,1090,4,0,,,1000,0,-1000,READ_MISS,auto_proxy,晴,西,3.0,3.0,0,0,0,1,6,3号艇 土屋 実沙希,6号艇 羽野 諒,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,4,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-6|1-2-3|1-3-2|1-6-2|2-1-6|2-1-3|3-1-2|1-3-6|6-1-2|3-2-6,3-2-1,12110,41,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,4.0,4.0,0,0,0,0,5,1号艇 深川 麻奈美,3号艇 上田 紗奈,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,5,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-3|1-3-2|1-2-6|1-3-6|1-5-2|2-1-3|3-1-2|2-3-6|6-1-2|3-6-1,1-5-3,10890,35,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,4.0,4.0,0,0,0,1,5,4号艇 大神 康司,5号艇 富田 恕生,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,6,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-4-5|1-4-6|4-1-5|1-5-4|1-4-2|4-5-1|4-1-6|5-4-1|5-1-4|4-6-1,1-4-6,890,1,1,2,厚め,1000,890,-110,TICKET_HIT,recomputed_ticket,晴,西,5.0,5.0,0,0,0,1,4,2号艇 松下 知幸,5号艇 上野 秀和,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,7,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,4-1-5|1-4-5|5-1-4|4-5-1|1-5-4|2-1-4|4-2-5|5-4-1|5-4-2|4-5-6,5-2-1,7820,33,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,6.0,6.0,0,0,0,0,2,1号艇 西岡 育未,5号艇 深澤 達徳,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,8,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,2-1-4|2-4-1|1-2-4|2-1-3|1-2-3|4-2-1|2-4-6|4-1-2|6-2-4|4-6-2,6-2-1,12950,50,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,5.0,5.0,0,0,0,0,2,5号艇 本橋 克洋,6号艇 上田 紗奈,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,9,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-4|1-4-2|1-2-5|1-4-5|1-5-4|2-1-4|4-1-2|4-2-1|4-5-1|1-4-6,1-2-3,590,1,0,,,1000,0,-1000,READ_MISS,auto_proxy,晴,西,5.0,5.0,0,0,0,1,6,3号艇 服部 剛,4号艇 向井田 真紀,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,10,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,3-1-2|1-3-2|3-2-1|1-2-3|3-1-6|2-3-1|1-3-6|3-6-1|6-3-1|3-1-4,3-6-1,3670,14,1,8,中穴,1000,3670,2670,TICKET_HIT,recomputed_ticket,晴,西,6.0,6.0,0,0,0,0,3,1号艇 大神 康司,6号艇 山一 鉄也,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,11,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-4|1-4-2|1-2-6|1-4-6|1-6-4|2-1-4|4-1-2|4-1-6|6-1-4|4-6-1,1-2-4,500,1,1,1,厚め,1000,500,-500,TICKET_HIT,recomputed_ticket,晴,西,7.0,7.0,0,0,0,1,5,2号艇 毒島 誠,6号艇 深澤 達徳,0,0,0,0,,0,
2026-05-25,2026-05,芦屋,12,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-4-2|1-2-4|1-4-5|1-5-4|1-2-6|4-1-2|4-1-5|1-6-4|6-1-4|4-6-1,1-4-6,2610,6,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,6.0,6.0,0,0,0,1,6,5号艇 濱野 斗馬,6号艇 伏田 裕隆,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,1,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-3-4|1-4-3|1-3-5|3-1-4|1-4-5|4-1-3|3-4-1|1-5-4|4-3-1|4-1-5,3-1-5,850,3,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,4.0,4.0,0,0,0,0,5,3号艇 毒島 誠,4号艇 齊藤 廉,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,2,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,4-1-5|1-4-5|4-1-2|1-4-2|4-5-1|5-4-1|4-5-6|1-5-4|5-1-4|4-6-5,3-4-6,8040,30,0,,,1000,0,-1000,READ_MISS,auto_proxy,晴,西,5.0,5.0,0,0,0,0,3,1号艇 大神 康司,5号艇 向井田 真紀,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,3,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-3-5|1-3-2|1-5-3|1-3-6|3-1-5|1-5-6|3-1-6|5-1-3|6-1-3|3-5-6,1-3-4,920,3,0,,,1000,0,-1000,READ_MISS,auto_proxy,晴,西,5.0,5.0,0,0,0,1,5,2号艇 西岡 育未,6号艇 雑賀 勇貴,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,4,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-5-4|1-4-5|1-3-5|1-5-6|1-2-5|5-1-4|4-1-5|1-4-6|5-4-1|5-1-6,1-5-3,1200,1,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,5.0,5.0,0,0,0,1,6,2号艇 齋藤 達希,5号艇 伏田 裕隆,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,5,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-3|1-3-2|2-1-3|1-2-6|3-1-2|2-3-1|3-2-1|1-3-6|6-1-3|2-1-6,6-1-2,4590,20,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,西,5.0,5.0,0,0,0,0,4,4号艇 坂本 雄紀,6号艇 佐藤 博亮,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,6,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-3-6|1-6-3|1-3-5|3-1-6|1-5-6|3-1-5|3-6-1|1-6-5|6-1-3|3-5-6,1-4-2,8090,26,0,,,1000,0,-1000,READ_MISS,auto_proxy,晴,西,5.0,5.0,0,0,0,1,5,2号艇 本橋 克洋,6号艇 山田 竜一,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,7,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-5-6|1-6-5|1-2-5|1-5-2|1-4-5|5-1-6|5-6-1|6-1-5|5-4-6|6-5-1,1-3-4,2270,7,0,,,1000,0,-1000,READ_MISS,auto_proxy,晴,西,5.0,5.0,0,0,0,1,5,3号艇 三品 隆浩,5号艇 雑賀 勇貴,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,8,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-4-6|1-4-3|1-3-4|4-1-6|1-6-4|4-1-3|4-6-1|6-1-4|6-4-1|4-3-6,1-6-4,1020,1,1,5,本線,1000,1020,20,TICKET_HIT,recomputed_ticket,曇り,西,5.0,5.0,0,0,0,1,4,5号艇 松下 知幸,6号艇 深川 真二,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,9,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-4|2-1-4|1-2-3|2-1-3|1-4-2|3-1-2|3-2-4|2-4-1|4-2-3|3-4-6,3-5-4,5030,28,0,,,1000,0,-1000,READ_MISS,auto_proxy,曇り,西,5.0,5.0,0,0,0,0,3,1号艇 坂本 雄紀,3号艇 村田 敦,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,10,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-2-4|1-4-2|1-2-5|1-4-5|1-2-6|4-1-2|1-5-4|4-1-5|5-1-4|4-5-1,4-1-6,7670,18,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,曇り,西,7.0,7.0,0,0,0,0,6,3号艇 大神 康司,5号艇 西岡 育未,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,11,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-3-5|1-3-2|1-5-3|1-2-3|3-1-5|3-1-2|1-5-2|5-1-3|3-5-1|5-3-1,1-5-2,1480,7,1,7,中穴,1000,1480,480,TICKET_HIT,recomputed_ticket,曇り,西,7.0,7.0,0,0,0,1,5,6号艇 本橋 克洋,5号艇 鶴田 勇雄,0,0,0,0,,0,
2026-05-26,2026-05,芦屋,12,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-5-3|1-3-5|1-5-4|1-3-2|1-4-5|5-1-3|3-1-5|5-3-1|5-4-1|4-5-6,1-3-2,1730,6,1,4,本線,1000,1730,730,TICKET_HIT,recomputed_ticket,曇り,西,6.0,6.0,0,0,0,1,5,2号艇 中田 友也,5号艇 小池 修平,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,1,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-4-3|1-3-4|1-4-6|1-3-6|4-1-3|4-1-6|3-1-4|1-6-4|4-6-1|6-1-4,1-2-3,930,4,0,,,1000,0,-1000,READ_MISS,auto_proxy,雨,西,4.0,4.0,0,0,0,1,5,2号艇 川井 萌,6号艇 上野 秀和,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,2,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,4-1-3|4-3-1|1-4-3|3-4-1|1-3-4|3-1-4|4-3-5|3-4-5|5-3-4|3-5-6,3-5-4,2130,8,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,曇り,西,5.0,5.0,0,0,0,0,2,1号艇 土屋 実沙希,3号艇 上田 紗奈,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,3,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-3-4|1-4-3|3-1-4|1-3-5|1-4-5|3-4-1|4-1-3|4-3-1|4-3-5|3-1-5,1-2-3,2650,11,0,,,1000,0,-1000,READ_MISS,auto_proxy,曇り,西,5.0,5.0,0,0,0,1,4,2号艇 雑賀 勇貴,4号艇 富田 恕生,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,4,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-5-3|1-5-2|5-1-3|1-3-5|5-1-6|3-1-5|5-3-1|1-5-6|3-5-6|5-6-1,6-1-2,57920,73,0,,,1000,0,-1000,READ_MISS,auto_proxy,曇り,西,5.0,5.0,0,0,0,0,4,1号艇 濱野 斗馬,6号艇 鶴田 勇雄,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,5,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,2-1-3|2-3-1|2-1-6|2-3-6|1-2-3|2-5-1|5-2-1|2-5-3|5-2-6|5-3-2,1-6-2,4760,21,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,曇り,西,7.0,7.0,0,0,0,1,1,1号艇 本橋 克洋,5号艇 伏田 裕隆,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,6,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-5-3|5-1-3|1-3-5|5-3-1|3-1-5|1-5-6|5-1-6|3-5-1|5-3-6|3-5-6,3-6-5,16320,59,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,雨,西,8.0,8.0,0,0,0,0,3,2号艇 深川 麻奈美,5号艇 小林 泰,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,7,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-4-3|1-3-4|4-1-3|1-4-5|4-1-5|3-1-4|4-3-1|1-4-6|4-5-1|4-6-1,4-1-5,2400,10,1,5,本線,1000,2400,1400,TICKET_HIT,recomputed_ticket,雨,西,4.0,4.0,0,0,0,0,4,2号艇 松下 知幸,4号艇 山田 竜一,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,8,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-5|1-5-2|1-2-4|1-5-4|1-4-5|5-1-2|5-1-4|1-5-6|5-4-1|5-6-1,2-3-4,3640,9,0,,,1000,0,-1000,READ_MISS,auto_proxy,雨,西,5.0,5.0,0,0,0,0,6,3号艇 中村 裕将,5号艇 星 栄爾,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,9,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-3|1-3-2|1-2-5|1-3-6|1-5-2|3-1-2|1-6-2|5-1-2|6-1-3|3-5-1,1-2-4,1160,4,0,,,1000,0,-1000,READ_MISS,auto_proxy,曇り,西,5.0,5.0,0,0,0,1,6,5号艇 本橋 克洋,6号艇 土屋 実沙希,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,10,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-3-5|1-5-3|1-2-5|3-1-5|5-1-3|3-5-1|5-3-1|1-5-2|5-4-1|4-5-3,3-5-2,2420,8,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,曇り,西,6.0,6.0,0,0,0,0,4,1号艇 深澤 達徳,5号艇 毒島 誠,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,11,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-4-3|1-3-4|1-4-6|1-2-4|4-1-3|4-1-6|1-3-6|4-3-1|4-6-1|6-4-1,3-1-4,1430,5,0,,,1000,0,-1000,READ_MISS,auto_proxy,曇り,西,5.0,5.0,0,0,0,0,5,2号艇 鶴田 勇雄,4号艇 三馬 崇史,0,0,0,0,,0,
2026-05-27,2026-05,芦屋,12,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-4-5|1-2-4|1-4-2|1-3-4|1-5-4|4-1-5|4-5-1|5-1-4|5-4-1|4-5-6,1-2-5,2070,6,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,曇り,西,5.0,5.0,0,0,0,1,5,2号艇 山一 鉄也,5号艇 山田 竜一,0,0,0,0,,0,
2026-05-27,2026-05,常滑,1,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,1-3-4|1-3-2|1-2-3|1-2-4|1-4-3|1-3-5|3-1-4|2-1-3|3-1-6|1-4-6,1-5-3,2200,11,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,南東,3.0,1.0,0,0,0,1,7,2号艇 永田 楽,3号艇 塩田 雄一,0,0,0,0,,0,
2026-05-27,2026-05,常滑,2,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,2-1-5|1-2-5|1-3-5|3-1-5|2-3-5|3-5-1|5-3-1|2-5-3|5-2-6|3-5-6,1-2-3,1990,6,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,南東,3.0,1.0,0,0,0,1,2,3号艇 加倉 侑征,5号艇 前野 竜一,0,0,0,0,,0,
2026-05-27,2026-05,常滑,3,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,1-4-6|1-6-4|1-2-4|1-4-2|4-1-6|4-1-2|1-6-2|4-6-1|6-1-4|6-4-1,3-4-5,17890,54,0,,,1000,0,-1000,READ_MISS,auto_proxy,晴,南東,3.0,1.0,0,0,0,0,5,3号艇 山本 光雄,4号艇 赤羽 克也,0,0,0,0,,0,
2026-05-27,2026-05,常滑,4,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,1-3-4|3-1-4|1-4-3|3-4-1|1-3-2|4-3-1|3-1-2|3-4-2|4-1-3|4-3-5,1-2-3,850,1,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,晴,南東,3.0,1.0,0,0,0,1,3,2号艇 野中 一平,4号艇 中嶋 誠一郎,0,0,0,0,,0,
2026-05-27,2026-05,常滑,5,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,1-3-6|3-1-6|1-3-2|1-6-3|3-1-2|3-6-1|1-3-4|1-6-2|6-1-3|6-3-5,1-3-6,320,1,1,1,厚め,1000,320,-680,TICKET_HIT,recomputed_ticket,晴,南,3.0,1.0,0,0,0,1,5,2号艇 草川 壮良,6号艇 岡瀬 正人,0,0,0,0,,0,
2026-05-27,2026-05,常滑,6,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,1-4-2|1-2-4|1-4-5|1-2-5|4-1-2|2-1-4|4-2-1|1-5-4|4-5-1|2-4-5,1-2-4,410,1,1,2,厚め,1000,410,-590,TICKET_HIT,recomputed_ticket,晴,南,3.0,1.0,0,0,0,1,5,3号艇 大久保 佑香,4号艇 原田 佑実,0,0,0,0,,0,
2026-05-27,2026-05,常滑,7,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,1-4-2|1-2-4|4-1-2|1-4-5|1-2-5|4-1-5|4-5-1|1-5-4|5-4-1|4-5-6,4-1-5,2540,8,1,6,中穴,1000,2540,1540,TICKET_HIT,recomputed_ticket,曇り,南,2.0,1.0,0,0,0,0,5,3号艇 若林 麗,5号艇 藤森 陸斗,0,0,0,0,,0,
2026-05-27,2026-05,常滑,8,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,2-3-1|2-1-3|2-3-5|2-1-5|2-5-3|2-4-3|3-2-1|2-5-1|5-2-3|3-5-2,2-4-3,980,2,1,6,中穴,1000,980,-20,TICKET_HIT,recomputed_ticket,曇り,南東,3.0,1.0,0,0,0,0,0,4号艇 真庭 明志,5号艇 山室 展弘,0,0,0,0,,0,
2026-05-27,2026-05,常滑,9,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,1-2-5|1-2-6|1-5-2|2-1-5|1-2-3|2-1-6|1-5-6|5-1-2|2-5-1|5-2-6,1-3-2,1200,4,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,雨,南東,3.0,1.0,0,0,0,1,5,3号艇 石川 哲秀,5号艇 伊藤 紘章,0,0,0,0,,0,
2026-05-27,2026-05,常滑,10,tokoname-predictions.txt,tokoname-results.txt,展示反映/不明,10,1-4-5|4-1-5|1-5-4|4-5-1|1-4-6|5-4-1|4-5-6|1-5-6|5-6-4|6-4-5,4-6-5,2990,10,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,雨,南東,2.0,1.0,0,0,0,0,4,2号艇 岡瀬 正人,6号艇 山本 光雄,0,0,0,0,,0,
2026-05-27,2026-05,常滑,11,tokoname-predictions.txt,tokoname-results.txt,事前予想,10,1-2-4|1-4-2|2-1-4|1-2-5|1-4-5|4-1-2|2-4-1|1-5-4|4-5-1|4-1-6,4-6-1,6680,20,0,,,1000,0,-1000,STRUCTURE_MISS,auto_proxy,雨,南東,2.0,1.0,0,0,0,0,5,3号艇 小池 礼乃,4号艇 山田 晃大,0,0,0,0,,0,
2026-05-27,2026-05,常滑,12,tokoname-predictions.txt,tokoname-results.txt,事前予想,10,1-2-3|1-3-2|2-1-3|1-2-5|1-3-5|3-1-2|2-3-1|1-5-3|5-1-3|5-3-6,6-1-3,58170,97,0,,,1000,0,-1000,READ_MISS,auto_proxy,雨,南東,3.0,1.0,0,0,0,0,5,4号艇 野中 一平,5号艇 近江 翔吾,0,0,0,0,,0,
2026-05-28,2026-05,芦屋,1,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-4-2|1-4-3|1-2-4|1-3-4|4-1-2|4-1-3|1-4-6|4-2-1|4-6-1|6-4-1,2-3-1,25440,46,0,,,1000,0,-1000,READ_MISS,auto_proxy,雨,北,1.0,1.0,0,0,0,0,5,5号艇 星 栄爾,4号艇 上野 秀和,0,0,0,0,,0,
2026-05-28,2026-05,芦屋,2,ashiya-predictions.txt,ashiya-results.txt,事前予想,10,1-2-3|1-3-2|2-1-3|1-2-5|1-3-5|2-3-1|1-2-4|2-1-5|2-5-1|2-1-6,1-2-3,820,1,1,1,厚め,1000,820,-180,TICKET_HIT,recomputed_ticket,雨,北東,1.0,1.0,0,0,0,1,5,4号艇 土屋 実沙希,2号艇 川井 萌,0,0,0,0,,0,
2026-05-28,2026-05,芦屋,3,ashiya-predictions.txt,ashiya-results.txt,展示反映/不明,10,1-5-6|1-5-4|1-4-5|1-3-5|5-1-6|5-1-4|1-6-5|5-6-1|5-4-6|6-5-1,4-3-5,62230,73,0,,,1000,0,-1000,READ_MISS,auto_proxy,曇り,北,1.0,1.0,0,0,0,0,5,3号艇 本橋 克洋,5号艇 三馬 崇史,0,0,0,0,,0,
